"","date","targetTeam","rank"
"608",2017-12-23,"Anaheim Ducks",20
"609",2017-12-27,"Anaheim Ducks",16
"610",2017-12-28,"Anaheim Ducks",19
"611",2017-12-29,"Anaheim Ducks",19
"612",2017-12-30,"Anaheim Ducks",18
"613",2017-12-31,"Anaheim Ducks",18
"614",2018-01-01,"Anaheim Ducks",14
"615",2018-01-02,"Anaheim Ducks",14
"616",2018-01-03,"Anaheim Ducks",14
"617",2018-01-04,"Anaheim Ducks",14
"618",2018-01-05,"Anaheim Ducks",13
"619",2018-01-06,"Anaheim Ducks",14
"620",2018-01-07,"Anaheim Ducks",15
"621",2018-01-08,"Anaheim Ducks",15
"622",2018-01-09,"Anaheim Ducks",15
"623",2018-01-10,"Anaheim Ducks",18
"624",2018-01-11,"Anaheim Ducks",18
"625",2018-01-12,"Anaheim Ducks",19
"626",2018-01-13,"Anaheim Ducks",19
"627",2018-01-14,"Anaheim Ducks",17
"628",2018-01-15,"Anaheim Ducks",18
"629",2018-01-16,"Anaheim Ducks",20
"630",2018-01-17,"Anaheim Ducks",21
"631",2018-01-18,"Anaheim Ducks",16
"632",2018-01-19,"Anaheim Ducks",19
"633",2018-01-20,"Anaheim Ducks",14
"634",2018-01-21,"Anaheim Ducks",16
"635",2018-01-22,"Anaheim Ducks",18
"636",2018-01-23,"Anaheim Ducks",18
"637",2018-01-24,"Anaheim Ducks",16
"638",2018-01-25,"Anaheim Ducks",17
"639",2018-01-30,"Anaheim Ducks",12
"640",2018-01-31,"Anaheim Ducks",10
"641",2018-02-01,"Anaheim Ducks",11
"642",2018-02-02,"Anaheim Ducks",10
"643",2018-02-03,"Anaheim Ducks",13
"644",2018-02-04,"Anaheim Ducks",15
"645",2018-02-05,"Anaheim Ducks",15
"646",2018-02-06,"Anaheim Ducks",15
"647",2018-02-07,"Anaheim Ducks",13
"648",2018-02-08,"Anaheim Ducks",14
"649",2018-02-09,"Anaheim Ducks",15
"650",2018-02-10,"Anaheim Ducks",11
"651",2018-02-11,"Anaheim Ducks",13
"652",2018-02-12,"Anaheim Ducks",14
"653",2018-02-13,"Anaheim Ducks",14
"654",2018-02-14,"Anaheim Ducks",15
"655",2018-02-15,"Anaheim Ducks",16
"656",2018-02-16,"Anaheim Ducks",14
"657",2018-02-17,"Anaheim Ducks",15
"658",2018-02-18,"Anaheim Ducks",12
"659",2018-02-19,"Anaheim Ducks",14
"660",2018-02-20,"Anaheim Ducks",12
"661",2018-02-21,"Anaheim Ducks",13
"662",2018-02-22,"Anaheim Ducks",10
"663",2018-02-23,"Anaheim Ducks",12
"664",2018-02-24,"Anaheim Ducks",13
"665",2018-02-25,"Anaheim Ducks",13
"666",2018-02-26,"Anaheim Ducks",12
"667",2018-02-27,"Anaheim Ducks",12
"668",2018-02-28,"Anaheim Ducks",14
"669",2018-03-01,"Anaheim Ducks",14
"670",2018-03-02,"Anaheim Ducks",14
"671",2018-03-03,"Anaheim Ducks",13
"672",2018-03-04,"Anaheim Ducks",14
"673",2018-03-05,"Anaheim Ducks",12
"674",2018-03-06,"Anaheim Ducks",13
"675",2018-03-07,"Anaheim Ducks",9
"676",2018-03-08,"Anaheim Ducks",10
"677",2018-03-09,"Anaheim Ducks",11
"678",2018-03-10,"Anaheim Ducks",12
"679",2018-03-11,"Anaheim Ducks",13
"680",2018-03-12,"Anaheim Ducks",13
"681",2018-03-13,"Anaheim Ducks",14
"682",2018-03-14,"Anaheim Ducks",15
"683",2018-03-15,"Anaheim Ducks",12
"684",2018-03-16,"Anaheim Ducks",14
"685",2018-03-17,"Anaheim Ducks",11
"686",2018-03-18,"Anaheim Ducks",11
"687",2018-03-19,"Anaheim Ducks",11
"688",2018-03-20,"Anaheim Ducks",11
"689",2018-03-21,"Anaheim Ducks",14
"690",2018-03-22,"Anaheim Ducks",11
"691",2018-03-23,"Anaheim Ducks",13
"692",2018-03-24,"Anaheim Ducks",11
"693",2018-03-25,"Anaheim Ducks",12
"694",2018-03-26,"Anaheim Ducks",11
"695",2018-03-27,"Anaheim Ducks",11
"696",2018-03-28,"Anaheim Ducks",11
"697",2018-03-29,"Anaheim Ducks",12
"698",2018-03-30,"Anaheim Ducks",14
"699",2018-03-31,"Anaheim Ducks",12
"700",2018-04-01,"Anaheim Ducks",13
"701",2018-04-02,"Anaheim Ducks",11
"702",2018-04-03,"Anaheim Ducks",12
"703",2018-04-04,"Anaheim Ducks",13
"704",2018-04-05,"Anaheim Ducks",10
"705",2018-04-06,"Anaheim Ducks",12
"706",2018-04-07,"Anaheim Ducks",10
"707",2018-04-08,"Anaheim Ducks",8
"708",2018-10-03,"Anaheim Ducks",0
"709",2018-10-04,"Anaheim Ducks",1
"710",2018-10-05,"Anaheim Ducks",2
"711",2018-10-06,"Anaheim Ducks",3
"712",2018-10-07,"Anaheim Ducks",1
"713",2018-10-08,"Anaheim Ducks",3
"714",2018-10-09,"Anaheim Ducks",1
"715",2018-10-10,"Anaheim Ducks",2
"716",2018-10-11,"Anaheim Ducks",1
"717",2018-10-13,"Anaheim Ducks",2
"718",2018-10-14,"Anaheim Ducks",6
"719",2018-10-15,"Anaheim Ducks",2
"720",2018-10-16,"Anaheim Ducks",3
"721",2018-10-17,"Anaheim Ducks",3
"722",2018-10-18,"Anaheim Ducks",2
"723",2018-10-19,"Anaheim Ducks",2
"724",2018-10-20,"Anaheim Ducks",3
"725",2018-10-21,"Anaheim Ducks",4
"726",2018-10-22,"Anaheim Ducks",4
"727",2018-10-23,"Anaheim Ducks",5
"728",2018-10-24,"Anaheim Ducks",8
"729",2018-10-25,"Anaheim Ducks",10
"730",2018-10-26,"Anaheim Ducks",13
"731",2018-10-27,"Anaheim Ducks",15
"732",2018-10-28,"Anaheim Ducks",17
"733",2018-10-29,"Anaheim Ducks",15
"734",2018-10-30,"Anaheim Ducks",17
"735",2018-10-31,"Anaheim Ducks",18
"736",2018-11-01,"Anaheim Ducks",18
"737",2018-11-02,"Anaheim Ducks",19
"738",2018-11-03,"Anaheim Ducks",21
"739",2018-11-04,"Anaheim Ducks",21
"740",2018-11-05,"Anaheim Ducks",16
"741",2018-11-06,"Anaheim Ducks",16
"742",2018-11-07,"Anaheim Ducks",17
"743",2018-11-08,"Anaheim Ducks",11
"744",2018-11-09,"Anaheim Ducks",13
"745",2018-11-10,"Anaheim Ducks",15
"746",2018-11-11,"Anaheim Ducks",17
"747",2018-11-12,"Anaheim Ducks",18
"748",2018-11-13,"Anaheim Ducks",15
"749",2018-11-14,"Anaheim Ducks",16
"750",2018-11-15,"Anaheim Ducks",17
"751",2018-11-16,"Anaheim Ducks",17
"752",2018-11-17,"Anaheim Ducks",17
"753",2018-11-18,"Anaheim Ducks",19
"754",2018-11-19,"Anaheim Ducks",17
"755",2018-11-20,"Anaheim Ducks",18
"756",2018-11-21,"Anaheim Ducks",18
"757",2018-11-23,"Anaheim Ducks",16
"758",2018-11-24,"Anaheim Ducks",16
"759",2018-11-25,"Anaheim Ducks",17
"760",2018-11-26,"Anaheim Ducks",17
"761",2018-11-27,"Anaheim Ducks",17
"762",2018-11-28,"Anaheim Ducks",14
"763",2018-11-29,"Anaheim Ducks",11
"764",2018-11-30,"Anaheim Ducks",12
"765",2018-12-01,"Anaheim Ducks",10
"766",2018-12-02,"Anaheim Ducks",11
"767",2018-12-03,"Anaheim Ducks",8
"768",2018-12-04,"Anaheim Ducks",8
"769",2018-12-05,"Anaheim Ducks",8
"770",2018-12-06,"Anaheim Ducks",8
"771",2018-12-07,"Anaheim Ducks",8
"772",2018-12-08,"Anaheim Ducks",8
"773",2018-12-09,"Anaheim Ducks",9
"774",2018-12-10,"Anaheim Ducks",8
"775",2018-12-11,"Anaheim Ducks",8
"776",2018-12-12,"Anaheim Ducks",10
"777",2018-12-13,"Anaheim Ducks",7
"778",2018-12-14,"Anaheim Ducks",7
"779",2018-12-15,"Anaheim Ducks",9
"780",2018-12-16,"Anaheim Ducks",9
"781",2018-12-17,"Anaheim Ducks",9
"782",2018-12-18,"Anaheim Ducks",7
"783",2018-12-19,"Anaheim Ducks",7
"784",2018-12-20,"Anaheim Ducks",8
"785",2018-12-21,"Anaheim Ducks",8
"786",2018-12-22,"Anaheim Ducks",9
"787",2018-12-23,"Anaheim Ducks",11
"788",2018-12-27,"Anaheim Ducks",13
"789",2018-12-28,"Anaheim Ducks",14
"790",2018-12-29,"Anaheim Ducks",15
"791",2018-12-30,"Anaheim Ducks",15
"792",2018-12-31,"Anaheim Ducks",15
"793",2019-01-01,"Anaheim Ducks",16
"794",2019-01-02,"Anaheim Ducks",16
"795",2019-01-03,"Anaheim Ducks",17
"796",2019-01-04,"Anaheim Ducks",17
"797",2019-01-05,"Anaheim Ducks",17
"798",2019-01-06,"Anaheim Ducks",17
"799",2019-01-07,"Anaheim Ducks",17
"800",2019-01-08,"Anaheim Ducks",17
"801",2019-01-09,"Anaheim Ducks",17
"802",2019-01-10,"Anaheim Ducks",17
"803",2019-01-11,"Anaheim Ducks",18
"804",2019-01-12,"Anaheim Ducks",19
"805",2019-01-13,"Anaheim Ducks",19
"806",2019-01-14,"Anaheim Ducks",18
"807",2019-01-15,"Anaheim Ducks",18
"808",2019-01-16,"Anaheim Ducks",19
"809",2019-01-17,"Anaheim Ducks",21
"810",2019-01-18,"Anaheim Ducks",17
"811",2019-01-19,"Anaheim Ducks",18
"812",2019-01-20,"Anaheim Ducks",17
"813",2019-01-21,"Anaheim Ducks",18
"814",2019-01-22,"Anaheim Ducks",19
"815",2019-01-23,"Anaheim Ducks",20
"816",2019-01-28,"Anaheim Ducks",20
"817",2019-01-29,"Anaheim Ducks",20
"818",2019-01-30,"Anaheim Ducks",20
"819",2019-01-31,"Anaheim Ducks",20
"820",2019-02-01,"Anaheim Ducks",20
"821",2019-02-02,"Anaheim Ducks",20
"822",2019-02-03,"Anaheim Ducks",21
"823",2019-02-04,"Anaheim Ducks",21
"824",2019-02-05,"Anaheim Ducks",22
"825",2019-02-06,"Anaheim Ducks",23
"826",2019-02-07,"Anaheim Ducks",23
"827",2019-02-08,"Anaheim Ducks",26
"828",2019-02-09,"Anaheim Ducks",26
"829",2019-02-10,"Anaheim Ducks",27
"830",2019-02-11,"Anaheim Ducks",27
"831",2019-02-12,"Anaheim Ducks",27
"832",2019-02-13,"Anaheim Ducks",27
"833",2019-02-14,"Anaheim Ducks",26
"834",2019-02-15,"Anaheim Ducks",26
"835",2019-02-16,"Anaheim Ducks",26
"836",2019-02-17,"Anaheim Ducks",27
"837",2019-02-18,"Anaheim Ducks",26
"838",2019-02-19,"Anaheim Ducks",26
"839",2019-02-20,"Anaheim Ducks",26
"840",2019-02-21,"Anaheim Ducks",26
"841",2019-02-22,"Anaheim Ducks",26
"842",2019-02-23,"Anaheim Ducks",26
"843",2019-02-24,"Anaheim Ducks",27
"844",2019-02-25,"Anaheim Ducks",27
"845",2019-02-26,"Anaheim Ducks",28
"846",2019-02-27,"Anaheim Ducks",28
"847",2019-02-28,"Anaheim Ducks",28
"848",2019-03-01,"Anaheim Ducks",28
"849",2019-03-02,"Anaheim Ducks",28
"850",2019-03-03,"Anaheim Ducks",28
"851",2019-03-04,"Anaheim Ducks",27
"852",2019-03-05,"Anaheim Ducks",27
"853",2019-03-06,"Anaheim Ducks",27
"854",2019-03-07,"Anaheim Ducks",27
"855",2019-03-08,"Anaheim Ducks",27
"856",2019-03-09,"Anaheim Ducks",27
"857",2019-03-10,"Anaheim Ducks",27
"858",2019-03-11,"Anaheim Ducks",27
"859",2019-03-12,"Anaheim Ducks",27
"860",2019-03-13,"Anaheim Ducks",26
"861",2019-03-14,"Anaheim Ducks",27
"862",2019-03-15,"Anaheim Ducks",27
"863",2019-03-16,"Anaheim Ducks",27
"864",2019-03-17,"Anaheim Ducks",27
"865",2019-03-18,"Anaheim Ducks",26
"866",2019-03-19,"Anaheim Ducks",26
"867",2019-03-20,"Anaheim Ducks",26
"868",2019-03-21,"Anaheim Ducks",26
"869",2019-03-22,"Anaheim Ducks",26
"870",2019-03-23,"Anaheim Ducks",25
"871",2019-03-24,"Anaheim Ducks",25
"872",2019-03-25,"Anaheim Ducks",25
"873",2019-03-26,"Anaheim Ducks",25
"874",2019-03-27,"Anaheim Ducks",24
"875",2019-03-28,"Anaheim Ducks",24
"876",2019-03-29,"Anaheim Ducks",25
"877",2019-03-30,"Anaheim Ducks",25
"878",2019-03-31,"Anaheim Ducks",25
"879",2019-04-01,"Anaheim Ducks",25
"880",2019-04-02,"Anaheim Ducks",25
"881",2019-04-03,"Anaheim Ducks",25
"882",2019-04-04,"Anaheim Ducks",24
"883",2019-04-05,"Anaheim Ducks",24
"884",2019-04-06,"Anaheim Ducks",23
"885",2019-10-02,"Anaheim Ducks",0
"886",2019-10-03,"Anaheim Ducks",6
"887",2019-10-04,"Anaheim Ducks",1
"888",2019-10-05,"Anaheim Ducks",4
"889",2019-10-06,"Anaheim Ducks",3
"890",2019-10-07,"Anaheim Ducks",4
"891",2019-10-08,"Anaheim Ducks",6
"892",2019-10-09,"Anaheim Ducks",2
"893",2019-10-10,"Anaheim Ducks",3
"894",2019-10-11,"Anaheim Ducks",5
"895",2019-10-12,"Anaheim Ducks",3
"896",2019-10-13,"Anaheim Ducks",4
"897",2019-10-14,"Anaheim Ducks",4
"898",2019-10-15,"Anaheim Ducks",6
"899",2019-10-16,"Anaheim Ducks",7
"900",2019-10-17,"Anaheim Ducks",5
"901",2019-10-18,"Anaheim Ducks",6
"902",2019-10-19,"Anaheim Ducks",4
"903",2019-10-20,"Anaheim Ducks",4
"904",2019-10-21,"Anaheim Ducks",5
"905",2019-10-22,"Anaheim Ducks",5
"906",2019-10-23,"Anaheim Ducks",7
"907",2019-10-24,"Anaheim Ducks",7
"908",2019-10-25,"Anaheim Ducks",11
"909",2019-10-26,"Anaheim Ducks",15
"910",2019-10-27,"Anaheim Ducks",8
"911",2019-10-28,"Anaheim Ducks",11
"912",2019-10-29,"Anaheim Ducks",13
"913",2019-10-30,"Anaheim Ducks",8
"914",2019-10-31,"Anaheim Ducks",10
"915",2019-11-01,"Anaheim Ducks",11
"916",2019-11-02,"Anaheim Ducks",7
"917",2019-11-03,"Anaheim Ducks",9
"918",2019-11-04,"Anaheim Ducks",8
"919",2019-11-05,"Anaheim Ducks",9
"920",2019-11-06,"Anaheim Ducks",12
"921",2019-11-07,"Anaheim Ducks",12
"922",2019-11-08,"Anaheim Ducks",14
"923",2019-11-09,"Anaheim Ducks",14
"924",2019-11-10,"Anaheim Ducks",17
"925",2019-11-11,"Anaheim Ducks",19
"926",2019-11-12,"Anaheim Ducks",20
"927",2019-11-13,"Anaheim Ducks",19
"928",2019-11-14,"Anaheim Ducks",19
"929",2019-11-15,"Anaheim Ducks",21
"930",2019-11-16,"Anaheim Ducks",21
"931",2019-11-17,"Anaheim Ducks",18
"932",2019-11-18,"Anaheim Ducks",19
"933",2019-11-19,"Anaheim Ducks",19
"934",2019-11-20,"Anaheim Ducks",19
"935",2019-11-21,"Anaheim Ducks",19
"936",2019-11-22,"Anaheim Ducks",18
"937",2019-11-23,"Anaheim Ducks",18
"938",2019-11-24,"Anaheim Ducks",21
"939",2019-11-25,"Anaheim Ducks",22
"940",2019-11-26,"Anaheim Ducks",21
"941",2019-11-27,"Anaheim Ducks",21
"942",2019-11-28,"Anaheim Ducks",20
"943",2019-11-29,"Anaheim Ducks",20
"944",2019-11-30,"Anaheim Ducks",24
"945",2019-12-01,"Anaheim Ducks",24
"946",2019-12-02,"Anaheim Ducks",25
"947",2019-12-03,"Anaheim Ducks",21
"948",2019-12-04,"Anaheim Ducks",25
"949",2019-12-05,"Anaheim Ducks",25
"950",2019-12-06,"Anaheim Ducks",25
"951",2019-12-07,"Anaheim Ducks",26
"952",2019-12-08,"Anaheim Ducks",26
"953",2019-12-09,"Anaheim Ducks",26
"954",2019-12-10,"Anaheim Ducks",26
"955",2019-12-11,"Anaheim Ducks",25
"956",2019-12-12,"Anaheim Ducks",25
"957",2019-12-13,"Anaheim Ducks",25
"958",2019-12-14,"Anaheim Ducks",25
"959",2019-12-15,"Anaheim Ducks",24
"960",2019-12-16,"Anaheim Ducks",24
"961",2019-12-17,"Anaheim Ducks",24
"962",2019-12-18,"Anaheim Ducks",25
"963",2019-12-19,"Anaheim Ducks",25
"964",2019-12-20,"Anaheim Ducks",27
"965",2019-12-21,"Anaheim Ducks",27
"966",2019-12-22,"Anaheim Ducks",26
"967",2019-12-23,"Anaheim Ducks",26
"968",2019-12-27,"Anaheim Ducks",26
"969",2019-12-28,"Anaheim Ducks",26
"970",2019-12-29,"Anaheim Ducks",26
"971",2019-12-30,"Anaheim Ducks",26
"972",2019-12-31,"Anaheim Ducks",26
"973",2020-01-01,"Anaheim Ducks",26
"974",2020-01-02,"Anaheim Ducks",26
"975",2020-01-03,"Anaheim Ducks",26
"976",2020-01-04,"Anaheim Ducks",26
"977",2020-01-05,"Anaheim Ducks",27
"978",2020-01-06,"Anaheim Ducks",27
"979",2020-01-07,"Anaheim Ducks",27
"980",2020-01-08,"Anaheim Ducks",27
"981",2020-01-09,"Anaheim Ducks",27
"982",2020-01-10,"Anaheim Ducks",27
"983",2020-01-11,"Anaheim Ducks",27
"984",2020-01-12,"Anaheim Ducks",27
"985",2020-01-13,"Anaheim Ducks",28
"986",2020-01-14,"Anaheim Ducks",28
"987",2020-01-15,"Anaheim Ducks",29
"988",2020-01-16,"Anaheim Ducks",29
"989",2020-01-17,"Anaheim Ducks",27
"990",2020-01-18,"Anaheim Ducks",27
"991",2020-01-19,"Anaheim Ducks",27
"992",2020-01-20,"Anaheim Ducks",27
"993",2020-01-21,"Anaheim Ducks",27
"994",2020-01-22,"Anaheim Ducks",27
"995",2020-01-27,"Anaheim Ducks",27
"996",2020-01-28,"Anaheim Ducks",27
"997",2020-01-29,"Anaheim Ducks",27
"998",2020-01-30,"Anaheim Ducks",27
"999",2020-01-31,"Anaheim Ducks",27
"1000",2020-02-01,"Anaheim Ducks",27
"1001",2020-02-02,"Anaheim Ducks",26
"1002",2020-02-03,"Anaheim Ducks",26
"1003",2020-02-04,"Anaheim Ducks",26
"1004",2020-02-05,"Anaheim Ducks",26
"1005",2020-02-06,"Anaheim Ducks",26
"1006",2020-02-07,"Anaheim Ducks",26
"1007",2020-02-08,"Anaheim Ducks",26
"1008",2020-02-09,"Anaheim Ducks",26
"1009",2020-02-10,"Anaheim Ducks",26
"1010",2020-02-11,"Anaheim Ducks",26
"1011",2020-02-12,"Anaheim Ducks",26
"1012",2020-02-13,"Anaheim Ducks",26
"1013",2020-02-14,"Anaheim Ducks",26
"1014",2020-02-15,"Anaheim Ducks",26
"1015",2020-02-16,"Anaheim Ducks",27
"1016",2020-02-17,"Anaheim Ducks",26
"1017",2020-02-18,"Anaheim Ducks",26
"1018",2020-02-19,"Anaheim Ducks",26
"1019",2020-02-20,"Anaheim Ducks",26
"1020",2020-02-21,"Anaheim Ducks",27
"1021",2020-02-22,"Anaheim Ducks",27
"1022",2020-02-23,"Anaheim Ducks",27
"1023",2020-02-24,"Anaheim Ducks",27
"1024",2020-02-25,"Anaheim Ducks",27
"1025",2020-02-26,"Anaheim Ducks",27
"1026",2020-02-27,"Anaheim Ducks",27
"1027",2020-02-28,"Anaheim Ducks",27
"1028",2020-02-29,"Anaheim Ducks",27
"1029",2020-03-01,"Anaheim Ducks",27
"1030",2020-03-02,"Anaheim Ducks",27
"1031",2020-03-03,"Anaheim Ducks",27
"1032",2020-03-04,"Anaheim Ducks",27
"1033",2020-03-05,"Anaheim Ducks",27
"1034",2020-03-06,"Anaheim Ducks",27
"1035",2020-03-07,"Anaheim Ducks",27
"1036",2020-03-08,"Anaheim Ducks",27
"1037",2020-03-09,"Anaheim Ducks",26
"1038",2020-03-10,"Anaheim Ducks",27
"1039",2020-03-11,"Anaheim Ducks",26
"1040",2014-10-08,"Arizona Coyotes",0
"1041",2014-10-09,"Arizona Coyotes",5
"1042",2014-10-10,"Arizona Coyotes",19
"1043",2014-10-11,"Arizona Coyotes",20
"1044",2014-10-12,"Arizona Coyotes",13
"1045",2014-10-13,"Arizona Coyotes",14
"1046",2014-10-14,"Arizona Coyotes",16
"1047",2014-10-15,"Arizona Coyotes",20
"1048",2014-10-16,"Arizona Coyotes",11
"1049",2014-10-17,"Arizona Coyotes",14
"1050",2014-10-18,"Arizona Coyotes",17
"1051",2014-10-19,"Arizona Coyotes",21
"1052",2014-10-20,"Arizona Coyotes",22
"1053",2014-10-21,"Arizona Coyotes",22
"1054",2014-10-22,"Arizona Coyotes",22
"1055",2014-10-23,"Arizona Coyotes",23
"1056",2014-10-24,"Arizona Coyotes",24
"1057",2014-10-25,"Arizona Coyotes",26
"1058",2014-10-26,"Arizona Coyotes",22
"1059",2014-10-27,"Arizona Coyotes",22
"1060",2014-10-28,"Arizona Coyotes",23
"1061",2014-10-29,"Arizona Coyotes",27
"1062",2014-10-30,"Arizona Coyotes",27
"1063",2014-10-31,"Arizona Coyotes",28
"1064",2014-11-01,"Arizona Coyotes",28
"1065",2014-11-02,"Arizona Coyotes",28
"1066",2014-11-03,"Arizona Coyotes",26
"1067",2014-11-04,"Arizona Coyotes",26
"1068",2014-11-05,"Arizona Coyotes",24
"1069",2014-11-06,"Arizona Coyotes",24
"1070",2014-11-07,"Arizona Coyotes",25
"1071",2014-11-08,"Arizona Coyotes",22
"1072",2014-11-09,"Arizona Coyotes",23
"1073",2014-11-10,"Arizona Coyotes",23
"1074",2014-11-11,"Arizona Coyotes",23
"1075",2014-11-12,"Arizona Coyotes",25
"1076",2014-11-13,"Arizona Coyotes",25
"1077",2014-11-14,"Arizona Coyotes",27
"1078",2014-11-15,"Arizona Coyotes",24
"1079",2014-11-16,"Arizona Coyotes",25
"1080",2014-11-17,"Arizona Coyotes",21
"1081",2014-11-18,"Arizona Coyotes",21
"1082",2014-11-19,"Arizona Coyotes",20
"1083",2014-11-20,"Arizona Coyotes",21
"1084",2014-11-21,"Arizona Coyotes",22
"1085",2014-11-22,"Arizona Coyotes",23
"1086",2014-11-23,"Arizona Coyotes",21
"1087",2014-11-24,"Arizona Coyotes",22
"1088",2014-11-25,"Arizona Coyotes",22
"1089",2014-11-26,"Arizona Coyotes",21
"1090",2014-11-27,"Arizona Coyotes",23
"1091",2014-11-28,"Arizona Coyotes",23
"1092",2014-11-29,"Arizona Coyotes",24
"1093",2014-11-30,"Arizona Coyotes",25
"1094",2014-12-01,"Arizona Coyotes",25
"1095",2014-12-02,"Arizona Coyotes",22
"1096",2014-12-03,"Arizona Coyotes",22
"1097",2014-12-04,"Arizona Coyotes",22
"1098",2014-12-05,"Arizona Coyotes",24
"1099",2014-12-06,"Arizona Coyotes",24
"1100",2014-12-07,"Arizona Coyotes",25
"1101",2014-12-08,"Arizona Coyotes",25
"1102",2014-12-09,"Arizona Coyotes",25
"1103",2014-12-10,"Arizona Coyotes",25
"1104",2014-12-11,"Arizona Coyotes",25
"1105",2014-12-12,"Arizona Coyotes",28
"1106",2014-12-13,"Arizona Coyotes",28
"1107",2014-12-14,"Arizona Coyotes",28
"1108",2014-12-15,"Arizona Coyotes",28
"1109",2014-12-16,"Arizona Coyotes",28
"1110",2014-12-17,"Arizona Coyotes",28
"1111",2014-12-18,"Arizona Coyotes",28
"1112",2014-12-19,"Arizona Coyotes",28
"1113",2014-12-20,"Arizona Coyotes",28
"1114",2014-12-21,"Arizona Coyotes",28
"1115",2014-12-22,"Arizona Coyotes",28
"1116",2014-12-23,"Arizona Coyotes",28
"1117",2014-12-27,"Arizona Coyotes",28
"1118",2014-12-28,"Arizona Coyotes",28
"1119",2014-12-29,"Arizona Coyotes",28
"1120",2014-12-30,"Arizona Coyotes",27
"1121",2014-12-31,"Arizona Coyotes",27
"1122",2015-01-01,"Arizona Coyotes",27
"1123",2015-01-02,"Arizona Coyotes",27
"1124",2015-01-03,"Arizona Coyotes",27
"1125",2015-01-04,"Arizona Coyotes",27
"1126",2015-01-05,"Arizona Coyotes",27
"1127",2015-01-06,"Arizona Coyotes",27
"1128",2015-01-07,"Arizona Coyotes",27
"1129",2015-01-08,"Arizona Coyotes",27
"1130",2015-01-09,"Arizona Coyotes",27
"1131",2015-01-10,"Arizona Coyotes",27
"1132",2015-01-11,"Arizona Coyotes",27
"1133",2015-01-12,"Arizona Coyotes",27
"1134",2015-01-13,"Arizona Coyotes",27
"1135",2015-01-14,"Arizona Coyotes",27
"1136",2015-01-15,"Arizona Coyotes",27
"1137",2015-01-16,"Arizona Coyotes",27
"1138",2015-01-17,"Arizona Coyotes",27
"1139",2015-01-18,"Arizona Coyotes",27
"1140",2015-01-19,"Arizona Coyotes",27
"1141",2015-01-20,"Arizona Coyotes",27
"1142",2015-01-21,"Arizona Coyotes",27
"1143",2015-01-27,"Arizona Coyotes",27
"1144",2015-01-28,"Arizona Coyotes",28
"1145",2015-01-29,"Arizona Coyotes",28
"1146",2015-01-30,"Arizona Coyotes",27
"1147",2015-01-31,"Arizona Coyotes",27
"1148",2015-02-01,"Arizona Coyotes",27
"1149",2015-02-02,"Arizona Coyotes",27
"1150",2015-02-03,"Arizona Coyotes",27
"1151",2015-02-04,"Arizona Coyotes",27
"1152",2015-02-05,"Arizona Coyotes",27
"1153",2015-02-06,"Arizona Coyotes",26
"1154",2015-02-07,"Arizona Coyotes",27
"1155",2015-02-08,"Arizona Coyotes",27
"1156",2015-02-09,"Arizona Coyotes",27
"1157",2015-02-10,"Arizona Coyotes",27
"1158",2015-02-11,"Arizona Coyotes",27
"1159",2015-02-12,"Arizona Coyotes",27
"1160",2015-02-13,"Arizona Coyotes",27
"1161",2015-02-14,"Arizona Coyotes",27
"1162",2015-02-15,"Arizona Coyotes",27
"1163",2015-02-16,"Arizona Coyotes",27
"1164",2015-02-17,"Arizona Coyotes",27
"1165",2015-02-18,"Arizona Coyotes",27
"1166",2015-02-19,"Arizona Coyotes",27
"1167",2015-02-20,"Arizona Coyotes",27
"1168",2015-02-21,"Arizona Coyotes",28
"1169",2015-02-22,"Arizona Coyotes",28
"1170",2015-02-23,"Arizona Coyotes",28
"1171",2015-02-24,"Arizona Coyotes",28
"1172",2015-02-25,"Arizona Coyotes",28
"1173",2015-02-26,"Arizona Coyotes",28
"1174",2015-02-27,"Arizona Coyotes",28
"1175",2015-02-28,"Arizona Coyotes",28
"1176",2015-03-01,"Arizona Coyotes",28
"1177",2015-03-02,"Arizona Coyotes",28
"1178",2015-03-03,"Arizona Coyotes",28
"1179",2015-03-04,"Arizona Coyotes",28
"1180",2015-03-05,"Arizona Coyotes",28
"1181",2015-03-06,"Arizona Coyotes",28
"1182",2015-03-07,"Arizona Coyotes",28
"1183",2015-03-08,"Arizona Coyotes",28
"1184",2015-03-09,"Arizona Coyotes",28
"1185",2015-03-10,"Arizona Coyotes",28
"1186",2015-03-11,"Arizona Coyotes",28
"1187",2015-03-12,"Arizona Coyotes",28
"1188",2015-03-13,"Arizona Coyotes",28
"1189",2015-03-14,"Arizona Coyotes",28
"1190",2015-03-15,"Arizona Coyotes",28
"1191",2015-03-16,"Arizona Coyotes",28
"1192",2015-03-17,"Arizona Coyotes",28
"1193",2015-03-18,"Arizona Coyotes",28
"1194",2015-03-19,"Arizona Coyotes",29
"1195",2015-03-20,"Arizona Coyotes",29
"1196",2015-03-21,"Arizona Coyotes",29
"1197",2015-03-22,"Arizona Coyotes",29
"1198",2015-03-23,"Arizona Coyotes",29
"1199",2015-03-24,"Arizona Coyotes",29
"1200",2015-03-25,"Arizona Coyotes",29
"1201",2015-03-26,"Arizona Coyotes",29
"1202",2015-03-27,"Arizona Coyotes",29
"1203",2015-03-28,"Arizona Coyotes",29
"1204",2015-03-29,"Arizona Coyotes",29
"1205",2015-03-30,"Arizona Coyotes",29
"1206",2015-03-31,"Arizona Coyotes",29
